Type,Time,Bid,Ask,Volume
Tick,2024-10-13 22:01:25.573000+00:00,1.30607,1.30647,
Tick,2024-10-13 22:01:25.670000+00:00,1.30605,1.30646,
Tick,2024-10-13 22:01:26.270000+00:00,1.30602,1.30643,
Tick,2024-10-13 22:01:26.471000+00:00,1.30601,1.30642,
Tick,2024-10-13 22:01:26.970000+00:00,1.30604,1.30644,
Tick,2024-10-13 22:01:27.972000+00:00,1.30603,1.30643,
Tick,2024-10-13 22:01:28.472000+00:00,1.30602,,
Tick,2024-10-13 22:01:31.274000+00:00,1.30603,1.30644,
Tick,2024-10-13 22:01:32.474000+00:00,1.30602,1.30643,
Tick,2024-10-13 22:01:36.678000+00:00,1.30601,1.30642,
Tick,2024-10-13 22:01:36.778000+00:00,1.306,1.30641,
Tick,2024-10-13 22:01:37.678000+00:00,1.30601,,
Tick,2024-10-13 22:01:38.379000+00:00,1.306,,
Tick,2024-10-13 22:01:39.680000+00:00,1.30601,1.30642,
Tick,2024-10-13 22:01:40.481000+00:00,1.306,1.3064,
Tick,2024-10-13 22:01:40.881000+00:00,1.30599,1.30639,
Tick,2024-10-13 22:01:42.082000+00:00,,1.3064,
Tick,2024-10-13 22:01:43.083000+00:00,1.30601,1.30641,
Tick,2024-10-13 22:01:43.783000+00:00,1.30602,1.30642,
Tick,2024-10-13 22:01:46.286000+00:00,1.3061,1.30651,
Tick,2024-10-13 22:01:46.716000+00:00,1.30609,1.3065,
Tick,2024-10-13 22:01:49.088000+00:00,1.30601,1.30641,
Tick,2024-10-13 22:01:50.988000+00:00,1.30598,1.30639,
Tick,2024-10-13 22:01:51.051000+00:00,1.30604,1.30645,
Tick,2024-10-13 22:01:51.086000+00:00,1.306,1.3064,
Tick,2024-10-13 22:01:51.089000+00:00,1.30598,1.30639,
Tick,2024-10-13 22:01:51.190000+00:00,1.30601,1.30641,
Tick,2024-10-13 22:01:51.427000+00:00,1.30602,1.30642,
Tick,2024-10-13 22:01:52.041000+00:00,1.306,1.3064,
Tick,2024-10-13 22:01:54.091000+00:00,1.30602,1.30641,
Tick,2024-10-13 22:02:00.148000+00:00,1.30601,1.30639,
Tick,2024-10-13 22:02:00.996000+00:00,,1.3064,
Tick,2024-10-13 22:02:01.096000+00:00,1.30602,,
Tick,2024-10-13 22:02:01.402000+00:00,,1.30638,
Tick,2024-10-13 22:02:01.497000+00:00,1.30597,1.30637,
Tick,2024-10-13 22:02:02.382000+00:00,,1.30636,
Tick,2024-10-13 22:02:02.497000+00:00,,1.30637,
Tick,2024-10-13 22:02:03.598000+00:00,1.30596,1.30636,
Tick,2024-10-13 22:02:03.602000+00:00,1.30595,1.30635,
Tick,2024-10-13 22:02:03.663000+00:00,1.30601,1.30642,
Tick,2024-10-13 22:02:03.672000+00:00,1.30595,1.30635,
Tick,2024-10-13 22:02:07.822000+00:00,1.30596,1.30636,
Tick,2024-10-13 22:02:08.275000+00:00,,1.30635,
Tick,2024-10-13 22:02:08.278000+00:00,1.30595,,
Tick,2024-10-13 22:02:08.278000+00:00,1.30594,1.30634,
Tick,2024-10-13 22:02:08.302000+00:00,1.30605,1.30625,
Tick,2024-10-13 22:02:08.303000+00:00,,1.30624,
Tick,2024-10-13 22:02:08.344000+00:00,1.30604,,
Tick,2024-10-13 22:02:08.402000+00:00,1.30601,1.30623,
Tick,2024-10-13 22:02:08.534000+00:00,,1.30622,
Tick,2024-10-13 22:02:08.602000+00:00,,1.30621,
Tick,2024-10-13 22:02:09.111000+00:00,,1.30619,
Tick,2024-10-13 22:02:09.120000+00:00,,1.30618,
Tick,2024-10-13 22:02:09.203000+00:00,1.30599,,
Tick,2024-10-13 22:02:11.304000+00:00,1.30601,1.30614,
Tick,2024-10-13 22:02:15.277000+00:00,,1.30613,
Tick,2024-10-13 22:02:15.279000+00:00,,1.30614,
Tick,2024-10-13 22:02:15.301000+00:00,1.306,1.30613,
Tick,2024-10-13 22:02:15.306000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:02:15.331000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:02:15.344000+00:00,1.30599,,
Tick,2024-10-13 22:02:15.348000+00:00,1.30598,,
Tick,2024-10-13 22:02:15.348000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:02:15.363000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:02:15.368000+00:00,1.30597,,
Tick,2024-10-13 22:02:15.368000+00:00,,1.3061,
Tick,2024-10-13 22:02:15.407000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:02:15.507000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:02:15.515000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:02:15.823000+00:00,1.30596,,
Tick,2024-10-13 22:02:15.907000+00:00,1.30595,,
Tick,2024-10-13 22:02:16.244000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:02:21.912000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:02:26.676000+00:00,1.30596,,
Tick,2024-10-13 22:02:26.683000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:02:26.690000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:02:26.715000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:02:26.816000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:02:26.916000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:02:27.716000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:02:30.310000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:02:31.347000+00:00,,1.30609,
Tick,2024-10-13 22:02:31.352000+00:00,,1.3061,
Tick,2024-10-13 22:02:31.353000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:02:31.419000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:02:32.222000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:02:38.037000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:02:39.915000+00:00,1.30595,,
Tick,2024-10-13 22:02:39.916000+00:00,,1.30608,
Tick,2024-10-13 22:02:39.926000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:02:40.627000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:02:44.769000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:02:50.171000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:02:50.234000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:02:50.239000+00:00,1.30599,,
Tick,2024-10-13 22:02:50.243000+00:00,,1.30612,
Tick,2024-10-13 22:02:50.248000+00:00,,1.30611,
Tick,2024-10-13 22:02:50.250000+00:00,1.30598,,
Tick,2024-10-13 22:02:50.335000+00:00,1.306,1.30613,
Tick,2024-10-13 22:02:50.398000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:02:50.755000+00:00,1.306,1.30613,
Tick,2024-10-13 22:02:55.074000+00:00,1.30601,,
Tick,2024-10-13 22:03:00.442000+00:00,1.30602,1.30615,
Tick,2024-10-13 22:03:01.576000+00:00,1.30601,1.30614,
Tick,2024-10-13 22:03:08.801000+00:00,1.30602,,
Tick,2024-10-13 22:03:08.801000+00:00,,1.30615,
Tick,2024-10-13 22:03:08.810000+00:00,,1.30614,
Tick,2024-10-13 22:03:08.827000+00:00,,1.30615,
Tick,2024-10-13 22:03:08.891000+00:00,1.30601,1.30614,
Tick,2024-10-13 22:03:09.544000+00:00,1.30602,1.30615,
Tick,2024-10-13 22:03:09.577000+00:00,,1.30614,
Tick,2024-10-13 22:03:14.252000+00:00,,1.30615,
Tick,2024-10-13 22:03:14.317000+00:00,1.30601,1.30614,
Tick,2024-10-13 22:03:15.262000+00:00,1.30603,1.30615,
Tick,2024-10-13 22:03:15.270000+00:00,1.30601,1.30614,
Tick,2024-10-13 22:03:15.324000+00:00,1.30602,1.30615,
Tick,2024-10-13 22:03:21.784000+00:00,1.30603,1.30616,
Tick,2024-10-13 22:03:21.798000+00:00,1.30604,1.30617,
Tick,2024-10-13 22:03:21.803000+00:00,1.30603,1.30616,
Tick,2024-10-13 22:03:21.892000+00:00,1.30604,1.30617,
Tick,2024-10-13 22:03:23.620000+00:00,1.30605,1.30618,
Tick,2024-10-13 22:03:24.723000+00:00,1.30606,1.30619,
Tick,2024-10-13 22:03:34.742000+00:00,1.30605,1.30617,
Tick,2024-10-13 22:03:35.923000+00:00,1.30604,,
Tick,2024-10-13 22:03:35.970000+00:00,1.30605,1.30618,
Tick,2024-10-13 22:03:39.931000+00:00,1.30604,1.30617,
Tick,2024-10-13 22:03:39.948000+00:00,1.30603,1.30616,
Tick,2024-10-13 22:03:39.966000+00:00,1.30601,1.30614,
Tick,2024-10-13 22:03:39.968000+00:00,1.30602,,
Tick,2024-10-13 22:03:39.973000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:03:39.999000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:03:40.053000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:03:40.151000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:03:40.268000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:03:40.373000+00:00,,1.30609,
Tick,2024-10-13 22:03:40.587000+00:00,,1.3061,
Tick,2024-10-13 22:03:40.594000+00:00,,1.30609,
Tick,2024-10-13 22:03:40.674000+00:00,,1.3061,
Tick,2024-10-13 22:03:40.870000+00:00,1.30598,,
Tick,2024-10-13 22:03:40.951000+00:00,1.30597,,
Tick,2024-10-13 22:03:41.173000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:03:41.177000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:03:41.253000+00:00,1.30598,,
Tick,2024-10-13 22:03:41.274000+00:00,1.30597,,
Tick,2024-10-13 22:03:45.668000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:03:46.266000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:03:46.567000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:03:46.578000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:03:46.779000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:03:47.073000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:03:48.175000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:03:48.197000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:03:49.476000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:03:49.578000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:03:50.381000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:03:50.779000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:03:56.038000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:03:57.087000+00:00,1.30595,,
Tick,2024-10-13 22:03:58.694000+00:00,1.30594,1.30606,
Tick,2024-10-13 22:04:01.103000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:02.307000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:03.221000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:03.223000+00:00,,1.30606,
Tick,2024-10-13 22:04:04.752000+00:00,,1.30607,
Tick,2024-10-13 22:04:11.058000+00:00,1.30591,1.30604,
Tick,2024-10-13 22:04:11.098000+00:00,1.30587,1.306,
Tick,2024-10-13 22:04:11.102000+00:00,1.30586,1.30599,
Tick,2024-10-13 22:04:11.198000+00:00,1.30587,1.306,
Tick,2024-10-13 22:04:11.243000+00:00,1.30588,1.30601,
Tick,2024-10-13 22:04:11.742000+00:00,1.30587,1.306,
Tick,2024-10-13 22:04:13.048000+00:00,1.30586,1.30599,
Tick,2024-10-13 22:04:13.150000+00:00,1.30587,1.306,
Tick,2024-10-13 22:04:16.552000+00:00,1.30588,1.30601,
Tick,2024-10-13 22:04:19.604000+00:00,,1.306,
Tick,2024-10-13 22:04:19.663000+00:00,,1.30601,
Tick,2024-10-13 22:04:21.273000+00:00,1.30589,1.30602,
Tick,2024-10-13 22:04:26.037000+00:00,1.30588,1.30601,
Tick,2024-10-13 22:04:26.039000+00:00,1.30589,1.30602,
Tick,2024-10-13 22:04:26.049000+00:00,1.30588,1.30601,
Tick,2024-10-13 22:04:26.053000+00:00,1.30589,1.30602,
Tick,2024-10-13 22:04:26.072000+00:00,1.3059,1.30603,
Tick,2024-10-13 22:04:26.104000+00:00,1.30591,1.30604,
Tick,2024-10-13 22:04:26.109000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:04:26.209000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:26.531000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:26.531000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:26.531000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:26.601000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:27.407000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:04:27.540000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:27.542000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:04:27.553000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:27.961000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:27.970000+00:00,,1.30606,
Tick,2024-10-13 22:04:28.003000+00:00,1.30593,,
Tick,2024-10-13 22:04:28.311000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:31.624000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:04:33.892000+00:00,1.30594,,
Tick,2024-10-13 22:04:33.894000+00:00,,1.30607,
Tick,2024-10-13 22:04:33.900000+00:00,,1.30606,
Tick,2024-10-13 22:04:33.937000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:04:34.081000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:34.136000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:37.718000+00:00,,1.30606,
Tick,2024-10-13 22:04:38.744000+00:00,,1.30607,
Tick,2024-10-13 22:04:38.777000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:38.783000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:38.824000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:38.834000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:38.853000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:38.919000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:41.414000+00:00,1.30595,,
Tick,2024-10-13 22:04:41.423000+00:00,,1.30608,
Tick,2024-10-13 22:04:41.466000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:04:41.483000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:41.928000+00:00,,1.30607,
Tick,2024-10-13 22:04:41.985000+00:00,1.30594,,
Tick,2024-10-13 22:04:42.040000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:42.048000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:04:43.246000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:04:43.362000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:04:43.377000+00:00,1.30597,,
Tick,2024-10-13 22:04:43.471000+00:00,1.30598,1.3061,
Tick,2024-10-13 22:04:43.944000+00:00,1.30597,,
Tick,2024-10-13 22:04:43.971000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:04:49.212000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:04:53.925000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:04:54.630000+00:00,1.306,1.30613,
Tick,2024-10-13 22:04:56.732000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:04:56.746000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:04:56.758000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:05:02.472000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:05:02.775000+00:00,1.30599,1.30612,
Tick,2024-10-13 22:05:06.820000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:05:06.841000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:05:06.869000+00:00,1.30591,1.30604,
Tick,2024-10-13 22:05:06.894000+00:00,1.30592,,
Tick,2024-10-13 22:05:06.898000+00:00,1.30591,,
Tick,2024-10-13 22:05:06.941000+00:00,1.3059,1.30603,
Tick,2024-10-13 22:05:07.072000+00:00,1.30591,1.30604,
Tick,2024-10-13 22:05:07.077000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:05:07.133000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:05:07.140000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:05:07.194000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:05:07.233000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:05:07.483000+00:00,1.30596,,
Tick,2024-10-13 22:05:07.940000+00:00,,1.30609,
Tick,2024-10-13 22:05:07.997000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:05:12.547000+00:00,1.30596,1.30609,
Tick,2024-10-13 22:05:17.170000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:05:25.326000+00:00,1.30598,1.30611,
Tick,2024-10-13 22:05:26.633000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:05:27.494000+00:00,1.30598,,
Tick,2024-10-13 22:05:36.353000+00:00,,1.30611,
Tick,2024-10-13 22:05:38.171000+00:00,1.30597,1.3061,
Tick,2024-10-13 22:05:40.592000+00:00,,1.30609,
Tick,2024-10-13 22:05:43.041000+00:00,1.30596,,
Tick,2024-10-13 22:05:43.042000+00:00,1.30595,1.30608,
Tick,2024-10-13 22:05:43.071000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:05:43.100000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:05:43.105000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:05:43.113000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:05:44.071000+00:00,,1.30605,
Tick,2024-10-13 22:05:44.812000+00:00,,1.30606,
Tick,2024-10-13 22:05:45.170000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:05:45.942000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:05:46.029000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:05:47.531000+00:00,1.30593,,
Tick,2024-10-13 22:05:49.036000+00:00,1.30592,,
Tick,2024-10-13 22:05:50.538000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:06:01.627000+00:00,1.30593,,
Tick,2024-10-13 22:06:01.762000+00:00,1.30594,1.30607,
Tick,2024-10-13 22:06:02.060000+00:00,1.30593,1.30606,
Tick,2024-10-13 22:06:02.083000+00:00,1.30592,1.30605,
Tick,2024-10-13 22:06:02.106000+00:00,1.30591,1.30604,
Tick,2024-10-13 22:06:02.284000+00:00,1.3059,1.30603,
Tick,2024-10-13 22:06:03.082000+00:00,1.30589,1.30602,
Tick,2024-10-13 22:06:03.183000+00:00,1.3059,1.30603,
Tick,2024-10-13 22:06:10.233000+00:00,1.30589,1.30602,
Tick,2024-10-13 22:06:10.281000+00:00,1.30588,1.30601,
Tick,2024-10-13 22:06:11.187000+00:00,,1.306,
Tick,2024-10-13 22:06:12.589000+00:00,1.30587,,
Tick,2024-10-13 22:06:16.471000+00:00,1.30585,1.30598,
Tick,2024-10-13 22:06:16.510000+00:00,1.30584,1.30597,
Tick,2024-10-13 22:06:16.593000+00:00,1.30583,1.30596,
Tick,2024-10-13 22:06:23.332000+00:00,1.30584,,
Tick,2024-10-13 22:06:23.335000+00:00,,1.30597,
Tick,2024-10-13 22:06:23.397000+00:00,1.30585,1.30598,
Tick,2024-10-13 22:06:23.598000+00:00,1.30586,1.30599,
Tick,2024-10-13 22:06:27.052000+00:00,1.30585,1.30598,
Tick,2024-10-13 22:06:27.100000+00:00,1.30583,1.30596,
Tick,2024-10-13 22:06:27.122000+00:00,1.30582,1.30595,
Tick,2024-10-13 22:06:27.140000+00:00,,1.30594,
Tick,2024-10-13 22:06:27.201000+00:00,1.30581,,
Tick,2024-10-13 22:06:31.509000+00:00,,1.30593,
Tick,2024-10-13 22:06:31.556000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:06:43.400000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:06:44.115000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:06:57.581000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:06:58.324000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:00.492000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:00.498000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:00.626000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:16.039000+00:00,1.30581,1.30594,
Tick,2024-10-13 22:07:19.240000+00:00,1.3058,1.30592,
Tick,2024-10-13 22:07:19.320000+00:00,1.30579,,
Tick,2024-10-13 22:07:20.521000+00:00,,1.30591,
Tick,2024-10-13 22:07:22.025000+00:00,,1.30592,
Tick,2024-10-13 22:07:23.133000+00:00,1.30578,1.30591,
Tick,2024-10-13 22:07:23.161000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:24.341000+00:00,,1.30591,
Tick,2024-10-13 22:07:25.645000+00:00,,1.30592,
Tick,2024-10-13 22:07:36.652000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:37.753000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:38.354000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:38.707000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:38.715000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:38.854000+00:00,1.30581,1.30594,
Tick,2024-10-13 22:07:38.858000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:38.954000+00:00,1.30581,1.30594,
Tick,2024-10-13 22:07:42.893000+00:00,1.3058,1.30593,
Tick,2024-10-13 22:07:44.759000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:45.160000+00:00,1.30578,1.30591,
Tick,2024-10-13 22:07:45.331000+00:00,1.30579,1.30592,
Tick,2024-10-13 22:07:50.041000+00:00,1.30578,1.30591,
Tick,2024-10-13 22:07:50.044000+00:00,1.30577,1.3059,
Tick,2024-10-13 22:07:50.063000+00:00,1.30576,1.30589,
Tick,2024-10-13 22:07:50.109000+00:00,1.30575,1.30588,
Tick,2024-10-13 22:07:50.194000+00:00,,1.30587,
Tick,2024-10-13 22:07:50.293000+00:00,1.30574,,
Tick,2024-10-13 22:07:51.224000+00:00,1.30575,,
Tick,2024-10-13 22:07:53.130000+00:00,1.30574,,
Tick,2024-10-13 22:07:54.353000+00:00,,1.30586,
Tick,2024-10-13 22:07:54.355000+00:00,,1.30587,
Tick,2024-10-13 22:07:54.372000+00:00,1.30573,1.30586,
Tick,2024-10-13 22:07:54.448000+00:00,1.30572,1.30585,
Tick,2024-10-13 22:07:59.796000+00:00,1.30571,1.30584,
Tick,2024-10-13 22:07:59.803000+00:00,1.3057,1.30583,
Tick,2024-10-13 22:07:59.814000+00:00,1.30569,1.30582,
Tick,2024-10-13 22:07:59.870000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:07:59.874000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:07:59.970000+00:00,1.30563,1.30576,
Tick,2024-10-13 22:07:59.977000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:08:00.038000+00:00,1.30564,,
Tick,2024-10-13 22:08:00.070000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:08:08.244000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:08:08.283000+00:00,1.30563,1.30576,
Tick,2024-10-13 22:08:08.284000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:08:08.381000+00:00,1.30563,1.30576,
Tick,2024-10-13 22:08:08.770000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:08:09.368000+00:00,,1.30576,
Tick,2024-10-13 22:08:11.226000+00:00,1.30563,,
Tick,2024-10-13 22:08:11.380000+00:00,,1.30575,
Tick,2024-10-13 22:08:11.479000+00:00,,1.30576,
Tick,2024-10-13 22:08:14.785000+00:00,,1.30575,
Tick,2024-10-13 22:08:16.567000+00:00,,1.30576,
Tick,2024-10-13 22:08:21.486000+00:00,1.30562,1.30575,
Tick,2024-10-13 22:08:22.036000+00:00,1.30561,1.30574,
Tick,2024-10-13 22:08:44.106000+00:00,1.3056,1.30573,
Tick,2024-10-13 22:08:45.713000+00:00,1.30561,,
Tick,2024-10-13 22:08:47.116000+00:00,1.3056,,
Tick,2024-10-13 22:08:47.155000+00:00,1.30561,1.30574,
Tick,2024-10-13 22:08:47.176000+00:00,1.30562,1.30575,
Tick,2024-10-13 22:08:47.236000+00:00,1.30563,1.30576,
Tick,2024-10-13 22:08:47.250000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:08:47.257000+00:00,,1.30576,
Tick,2024-10-13 22:08:47.291000+00:00,1.30563,,
Tick,2024-10-13 22:08:47.356000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:08:48.359000+00:00,1.30565,,
Tick,2024-10-13 22:08:51.690000+00:00,1.30564,,
Tick,2024-10-13 22:08:53.407000+00:00,,1.30576,
Tick,2024-10-13 22:08:58.642000+00:00,,1.30577,
Tick,2024-10-13 22:08:59.915000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:09:00.016000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:09:00.116000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:09:02.835000+00:00,,1.30577,
Tick,2024-10-13 22:09:02.918000+00:00,1.30564,,
Tick,2024-10-13 22:09:10.444000+00:00,,1.30576,
Tick,2024-10-13 22:09:11.524000+00:00,1.30563,,
Tick,2024-10-13 22:09:17.661000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:09:31.379000+00:00,1.30562,1.30574,
Tick,2024-10-13 22:09:33.588000+00:00,1.30563,1.30575,
Tick,2024-10-13 22:09:43.364000+00:00,,1.30576,
Tick,2024-10-13 22:09:48.482000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:09:48.552000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:09:48.585000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:09:56.200000+00:00,1.30567,1.3058,
Tick,2024-10-13 22:10:00.061000+00:00,1.30567,,
Tick,2024-10-13 22:10:01.032000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:10:01.034000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:10:01.062000+00:00,1.30562,1.30575,
Tick,2024-10-13 22:10:01.099000+00:00,1.3056,1.30573,
Tick,2024-10-13 22:10:01.109000+00:00,1.30561,,
Tick,2024-10-13 22:10:01.114000+00:00,1.3056,,
Tick,2024-10-13 22:10:03.621000+00:00,1.30561,1.30574,
Tick,2024-10-13 22:10:08.912000+00:00,1.30562,1.30575,
Tick,2024-10-13 22:10:08.921000+00:00,1.30563,1.30576,
Tick,2024-10-13 22:10:08.928000+00:00,1.30562,1.30575,
Tick,2024-10-13 22:10:08.972000+00:00,1.30563,1.30576,
Tick,2024-10-13 22:10:08.982000+00:00,,1.30575,
Tick,2024-10-13 22:10:09.028000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:10:09.332000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:10:15.474000+00:00,1.30564,1.30577,
Tick,2024-10-13 22:10:16.575000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:10:19.277000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:10:21.475000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:10:21.573000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:10:21.615000+00:00,1.30567,1.3058,
Tick,2024-10-13 22:10:21.675000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:10:21.774000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:10:22.679000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:10:23.483000+00:00,1.30565,1.30578,
Tick,2024-10-13 22:10:25.410000+00:00,1.30566,1.30579,
Tick,2024-10-13 22:10:31.131000+00:00,1.30567,,
