Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-02 00:00:00+00:00,0.007640236523002386,0.007642338052392006,0.007631199434399605,0.007639244198799133,0.007639244198799133,0
2023-01-02 01:00:00+00:00,0.007639069110155106,0.007643682416528463,0.007636094465851784,0.007638369221240282,0.007638369221240282,0
2023-01-02 02:00:00+00:00,0.007638835813850164,0.007639594376087189,0.007633179891854525,0.007633471395820379,0.007633471395820379,0
2023-01-02 03:00:00+00:00,0.007633995730429888,0.007640937343239784,0.0076334127224981785,0.007639594376087189,0.007639594376087189,0
2023-01-02 04:00:00+00:00,0.007640003226697445,0.007641404401510954,0.007637551985681057,0.007639710791409016,0.007639710791409016,0
2023-01-02 05:00:00+00:00,0.007638777606189251,0.007641696371138096,0.007635861169546843,0.007637786213308573,0.007637786213308573,0
2023-01-02 06:00:00+00:00,0.007638252340257168,0.0076405867002904415,0.007634461857378483,0.00763726094737649,0.00763726094737649,0
2023-01-02 07:00:00+00:00,0.007637144066393375,0.007639710791409016,0.007635160814970732,0.0076370276510715485,0.0076370276510715485,0
2023-01-02 08:00:00+00:00,0.007637377362698317,0.0076405867002904415,0.0076359775848686695,0.0076379026286304,0.0076379026286304,0
2023-01-02 09:00:00+00:00,0.007638369221240282,0.007644090801477432,0.0076362695544958115,0.007641345728188753,0.007641345728188753,0
2023-01-02 10:00:00+00:00,0.007642338052392006,0.007649528793990612,0.0076407031156122684,0.0076469555497169495,0.0076469555497169495,0
2023-01-02 11:00:00+00:00,0.007647013757377863,0.0076487683691084385,0.0076407031156122684,0.007648007944226265,0.007648007944226265,0
2023-01-02 12:00:00+00:00,0.007648066617548466,0.007652339059859514,0.007645493373274803,0.007650055922567844,0.007650055922567844,0
2023-01-02 13:00:00+00:00,0.007649938575923443,0.007657084614038467,0.007648300379514694,0.007655151188373566,0.007655151188373566,0
2023-01-02 14:00:00+00:00,0.007655208930373192,0.007656792178750038,0.0076469555497169495,0.007650231476873159,0.007650231476873159,0
2023-01-02 15:00:00+00:00,0.007651870604604483,0.007652397733181715,0.007643448654562235,0.0076467799954116344,0.0076467799954116344,0
2023-01-02 16:00:00+00:00,0.0076467799954116344,0.007654155138880014,0.007642747368663549,0.007648885250091553,0.007648885250091553,0
2023-01-02 17:00:00+00:00,0.007649704813957214,0.007651226595044136,0.007644675672054291,0.007647189311683178,0.007647189311683178,0
2023-01-02 18:00:00+00:00,0.0076469555497169495,0.007650114595890045,0.007645902689546347,0.007647072430700064,0.007647072430700064,0
2023-01-02 19:00:00+00:00,0.007647013757377863,0.00765099236741662,0.007646370213478804,0.0076495879329741,0.0076495879329741,0
2023-01-02 20:00:00+00:00,0.0076495879329741,0.007651050575077534,0.007648885250091553,0.007650114595890045,0.007650114595890045,0
2023-01-02 21:00:00+00:00,0.007649411913007498,0.007656440604478121,0.0076458449475467205,0.0076458449475467205,0.0076458449475467205,0
2023-01-02 22:00:00+00:00,0.007649061270058155,0.007651577703654766,0.007643506862223148,0.007651167456060648,0.007651167456060648,0
2023-01-02 23:00:00+00:00,0.007650758605450392,0.007662248332053423,0.007610176224261522,0.007646546233445406,0.007646546233445406,0
2023-01-03 00:00:00+00:00,0.0076458449475467205,0.007659900467842817,0.007639244198799133,0.0076566156931221485,0.0076566156931221485,0
2023-01-03 01:00:00+00:00,0.00765673303976655,0.007703625597059727,0.007650289684534073,0.0076837968081235886,0.0076837968081235886,0
2023-01-03 02:00:00+00:00,0.0076835607178509235,0.007706535514444113,0.007674302905797958,0.007697281427681446,0.007697281427681446,0
2023-01-03 03:00:00+00:00,0.0076970444060862064,0.007713073864579201,0.007693254854530096,0.007705466356128454,0.007705466356128454,0
2023-01-03 04:00:00+00:00,0.007705466356128454,0.007722782902419567,0.007704219780862331,0.007716525811702013,0.007716525811702013,0
2023-01-03 05:00:00+00:00,0.007716525811702013,0.007720815017819405,0.007695149164646864,0.007703329436480999,0.007703329436480999,0
2023-01-03 06:00:00+00:00,0.007703388575464487,0.007716645020991564,0.007688759360462427,0.007702024187892675,0.007702024187892675,0
2023-01-03 07:00:00+00:00,0.007701668422669172,0.00770712923258543,0.007677425164729357,0.0076857456006109715,0.0076857456006109715,0
2023-01-03 08:00:00+00:00,0.007686040364205837,0.007688167504966259,0.007635861169546843,0.007647013757377863,0.007647013757377863,0
2023-01-03 09:00:00+00:00,0.007646429352462292,0.0076757753267884254,0.0076451427303254604,0.007667770609259605,0.007667770609259605,0
2023-01-03 10:00:00+00:00,0.007668476086109877,0.007672241888940334,0.007649003062397242,0.007651987951248884,0.007651987951248884,0
2023-01-03 11:00:00+00:00,0.007651987951248884,0.007656967267394066,0.00764017878100276,0.007640937343239784,0.007640937343239784,0
